"chemical.id","bottle.id","chemical.name","casrn","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3529,"C844503","Germ Free",NA,0,3,1,0,0,3,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,9
3529,"C844503","Germ Free",NA,1,21,1,0,0,26,7,32,5,1,1,0,5,0,0,3,3,0,0,3,0,0,0,64,64
