"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3529,"C844503","Germ Free",0,6.38,2.27,0,0,6.38,0,11.36,0,0,0,0,0,0,0,0,2.27,0,0,2.27,0,0,0,19.15,19.15
3529,"C844503","Germ Free",1,6.25,0.32,0,0,7.74,2.26,10.32,1.61,0.32,0.32,0,1.61,0,0,0.97,0.97,0,0,0.97,0,0,0,19.05,19.05
