chemical.id,conc,plate.id,well,remove,bottle.id,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49
3530,1,18046,G05,0,C125605,8.1814353125,0,0,0,0.021701375,0,0,0,0,17.8385486875,0,0,0,18.2725603125,19.314225625,0,0,0,0,37.868940625,0,0,0,0.021701375,0,0,0,32.7257375,3.363715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0
3530,0,18046,H05,0,C125605,0,0,0,0.021701375,0,0,28.5807254375,0,0,0,0,0,0,0.9548625,23.6762559375,0,0,0,0.021701375,0,0,9.157990625,2.34374825,32.2482746875,0,0,0,0,0,0,0,0,17.83853125,18.446168875,0,0,0,0,0,0,11.06773125,6.3802048125,0,0,0,0,0,0,0
3530,1,18046,A06,0,C125605,0,5.295134375,12.413213875,0,0,0,0,0,18.836811875,4.7960088125,1.3020853125,0,0,0,16.297743875,0,4.969625,10.8072859375,0,0,0,0,0,0,0,0,0,0,0,16.514765625,0,0,7.9644195,23.0468650625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,1,18046,B06,0,C125605,0,0,0,2.690974375,0.021701375,0,0,0,0,10.4600775,0,0,0.021701375,0,0,0.021701375,5.598971875,1.627602625,0,0,1.5408,8.76736625,0,0,0,0,0,0,0,0,0,0,0,0,7.530394375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,1,18046,C06,0,C125605,0,0,0,0,0,21.028646875,0.065104125,0,0,0,0,0,0,0,0,9.22309375,8.0729145,0,0,0,0,0,0,0,0,0,0,15.06074375,2.73437325,0.021701375,0,11.892359375,2.6909725,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0
3530,1,18046,D06,0,C125605,25.49913125,25.23870875,0,0,0,0,0,0,0,0,0,0,0,22.5477475,0,0,0,0,23.285585,0,0,0,0,0,0,0.04340275,0,23.871534375,1.085070625,0,0,0,9.743934375,30.5772634375,24.0451390625,0,0,0,0,0,0,0,0.021701375,0,0,0.021701375,0,0.021701375,0
3530,1,18046,E06,0,C125605,0,13.346345625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6953349375,0,0,0,11.805563125,0.5208340625,0,0,0,0,0,0,0,0,0,0,11.1110940625,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0.021701375,0,0,0
3530,1,18046,F06,0,C125605,0,0,0,0,25.9765746875,0,0,0,0,0,0,0,0,18.94533125,3.2986125,0,0,0,0,0,0,27.1701,0.3038195,0,0,0,0,0.021701375,0,0,25.99826075,0,0,36.718746875,7.378475,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0
3530,1,18046,G06,0,C125605,41.536463125,6.5538215625,0,0,0,0.021701375,0,0,0,0,0,0,0,0,42.2743028125,32.704005,0.1519096875,38.389765625,6.8576415625,0,0,0,9.483518125,0.4991321875,11.3715225625,10.872386875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0.021701375
3530,0,18046,H06,0,C125605,0,0,0,0,0,0,0,0,0,0,35.199628125,50.455726375,0,0,0,0,0,0,0,0,0,0,1.128471875,19.422753125,0,0.021701375,0,21.310775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,1,18046,A07,0,C125605,15.972209375,0.1953125,0,0,0,17.59981875,0,0,0,0,17.078984375,0,0,0,12.56509825,1.8663184375,0,0,0,0,0,19.05381875,0,0,0,12.6085059375,0,0,0,0,0,0,16.44963575,1.28038125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,1,18046,B07,0,C125605,0,0,0,18.5980759375,0.8246535625,0,0,0,17.31771,0,0,0,0,0,0,9.04946875,0.7378465,0,21.5928771875,0,0,0,0,0,0,0,8.116315125,0,10.80728125,5.664062625,0,0,9.6788125,11.1328035,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0
