"plate_id","bottle_id","chemical_id","chemical_name","value","units"
18032,"C844503",3529,"Germ Free",1,"uM"
18032,"C844503",3529,"Germ Free",0,""
18033,"C844503",3529,"Germ Free",1,"uM"
18033,"C844503",3529,"Germ Free",0,""
18036,"C844503",3529,"Germ Free",1,"uM"
18036,"C844503",3529,"Germ Free",0,""
18037,"C844503",3529,"Germ Free",1,"uM"
18037,"C844503",3529,"Germ Free",0,""
