"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C844503_20190502","C844503","Germ Free",0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17
"C844503_20190502","C844503","Germ Free",1,3.57,0,0,0,3.57,0,1.23,0,0,0,0,0,0,0,0,1.23,0,0,1.23,0,0,0,1.23,4.76
