"chemical.id","bottle.id","chemical.name","casrn","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C844503_20190410","C844503","Germ Free",NA,"0",24,23,23,23,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,24
"C844503_20190410","C844503","Germ Free",NA,"1",168,161,161,161,168,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,161,168
"C844503_20190418","C844503","Germ Free",NA,"0",24,23,23,23,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,24
"C844503_20190418","C844503","Germ Free",NA,"1",168,159,159,159,168,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,168
