"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C844503_20190410","C844503","Germ Free",0,4.17,4.35,0,0,8.33,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,12.5
"C844503_20190410","C844503","Germ Free",1,4.17,0,0,0,7.74,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,8.33
"C844503_20190418","C844503","Germ Free",0,4.17,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33
"C844503_20190418","C844503","Germ Free",1,5.36,0,0,0,5.36,0.63,0.63,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,1.26,6.55
