chemical.id,bottle.id,conc,plate.id,well,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
3529,C844503,1,18099,B09,0,0,0,0,1.8663179375,0,0,17.66495625,0,0,0,0,0,0,18.424463875,0,0,0,8.572040625,9.30989875,0,0,0,0,0,5.83767275,0,0,0,0,0,14.084205,10.481759375,16.4713434375,21.96179125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,B10,0,0,2.9079865,0,0,0.021701375,5.4904515625,1.1718748125,0,0,0,1.974826375,0.021701375,0,0,2.1701368125,0,0,0,6.6623261875,0.21701375,0,0,0,0,6.271700125,2.170138125,0.086805625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,B11,0,5.9244816875,0.1953124375,0,4.9913175,0.390626375,9.613725125,0,0,0,0,0,2.756075,4.0364579375,0,0,0,8.7890696875,3.276908125,0,0,3.125,1.8446160625,0,4.49218625,0,0,12.1093728125,0.8029515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,B12,2.7560745,8.2248190625,4.6440984375,0.217013875,0,0,0,0,5.6423721875,0.0434028125,3.710935125,0,0,0,10.004363875,0,5.4470335625,0,8.7239559375,10.1996534375,0.021701375,0,0,0,0,5.7291529375,0,0,0,6.72743,0.195312625,0,0,0,6.4453104375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C01,0,5.967884375,2.8428809375,0,0,0,0,0,0,0,5.533854625,0,0,5.81597125,0,0,0,0,0,0,0.0651040625,10.59029125,0,0,0,0,0,4.81770825,0,6.445315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C02,0,0,0,0,0,0,0,11.0460125,0.1519096875,0,0,0,0,0,0,5.9027625,11.4149375,0,0,0,0,0,0,8.4418375,12.044274375,0,0,0,0,18.771703125,0.0434028125,0,20.594616875,40.1910125,21.31077875,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0
3529,C844503,1,18099,C03,0,16.145826875,0,0,0,0,0,0,0,0,19.1623621875,0,0,0,0,0,0,0,0,0,0,0,21.5060709375,10.00433375,12.282967,9.70051075,1.150173875,0,0,0,0,0,12.1527903125,40.5815946875,39.1058978125,7.269965,2.32205,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C04,0,0,9.331584375,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.657106875,0.04340275,0,0,6.83594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C05,0,0,0,14.3012085625,0,5.83767325,11.7838496875,3.949653125,0,0,0,0,0,14.80036875,0.0434028125,0,0,14.47484125,0,6.61890875,0,0,0,0,0,7.5954743125,0,0,0,13.9539968125,12.912321875,1.085070125,0,0,0,0,0.021701375,0,0,0,0,13.563392,0,0,0,0,0,0,0.021701375,0
3529,C844503,1,18099,C06,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0.0434028125,0.021701375,0,0,0.021701375,0,0,3.49392325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C07,0,0,0,0.21701375,13.1293528125,0,0,15.3863071875,0.21701375,0,0,0,0,17.426204375,0,0,0,18.337695125,0,0,0,13.107640625,3.667534375,0,0.021701375,0,18.1423934375,0,0,0,0,0,14.8003573125,17.079003125,2.8428840625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C08,0,0,0,0,0,6.3802079375,0,0,0,0,0,0,0,0,0,0,5.0781253125,0.911458125,0,2.6909715625,6.1848934375,0,0,2.32205,6.66232625,0,0.021701375,7.9210095,0,0,0,0,0,0,7.94271075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C09,0,0,0,0,0,9.6788090625,5.6640485625,0,0,0,12.7387009375,0,0,0,0,15.06074625,0,0,0,0,0,0,0,0,0,12.3915010625,0,0,0,0,0,0,11.58853125,0.607638875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C10,0,4.5355925,0,0,0,0,0,11.7838660625,0,0,0,0,11.5017328125,0,0,0,9.114575,3.9496529375,0,0,0,0,1.953125,6.4887135625,0,0,0,0,0,0,0,12.91230875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C11,0,0,0,0,0,0,15.907099375,16.6449798125,0,0,0,0,0,0,20.5078184375,0,0,0,0,0,0,3.255209375,2.105032625,20.70312875,0,0,9.0494625,1.888020625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,C12,0,0,0,0,0,0,5.230034375,1.801215625,0,0,0,0,12.651895625,0.1302084375,0,0,0,0,0,0,0,13.498249,0,0,0,15.169259375,0.585936875,0,0,0,0,11.50173125,36.5017303125,57.552025,12.478301375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D01,0,0,3.059895,0,0,14.2360965625,0.325520875,0,0,0,0,0,8.7456603125,0,0,6.85765,1.6059016875,0,0,0,0,7.378475125,0,0,9.309889375,1.367188125,0,0,0,5.598959375,2.669269375,0,17.5347260625,18.2074609375,10.8289940625,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D02,0,6.16319375,1.2586809375,0,0.49913125,6.3151048125,5.729165125,0,12.8472453125,2.430555625,3.5590325,4.9045186875,5.9895909375,0,0,3.45051875,1.9748285625,0,1.86631875,2.387153125,1.714409375,0.2387154375,0,0,0,1.302084625,0,11.045999375,0,5.1215266875,0,0,0,0,0,0,0,4.296873875,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D03,0,0,0,6.5755241875,0,3.25521875,13.954009375,0,0,0,0,0,0,0,0,13.2812690625,0.021701375,0,0,0,0,0.412325,25.15190625,0,0,0,0,0,0,0,46.5494615625,0.021701375,0,2.669271875,5.316843125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D04,0,0,0,0,0,0,0,0,0,12.283,11.675340625,0.1302084375,4.014759375,0,11.762168125,0,0,0,2.582463875,11.8489495,0.303819625,0.1519096875,12.60850625,10.568574375,0,0,9.895834375,1.6493048125,10.3515741875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375
3529,C844503,1,18099,D05,5.230031375,0.021701375,8.5069375,2.517362,0,0,0,0,0,0,0,0,0,0,4.470484,0,0,3.385417,0,0,0,10.3081738125,0,0,0.021701375,0,3.10329825,0,9.5269235625,0,4.2534709375,0.2821178125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D06,1.01996375,0,0,0,0,0,0,0,11.002590625,1.5624996875,0.021701375,8.2465246875,0,0,0,0,0,0,0,0.520834375,13.2812536875,0,0,0,0,0,9.1145721875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D07,0,3.1249996875,1.7361094375,2.6258690625,0.412326375,4.1883715625,6.966147,0,0,0,0,0.455728125,5.403651875,1.6276034375,3.1032985625,0,0,3.493925,0.607639,0,0,3.4071168125,0.0651040625,2.9296885625,0,0,0,4.144967125,0,3.8628465,0.130208375,0,0,1.323787125,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D08,0,0,4.318575,1.801216,0,0,0.021701375,0,0,4.188367,0,5.4036454375,0,0,0,0,0,0,2.21354,0,0,4.5572909375,0.021701375,0,0,1.06336875,0,0,0,0,0,0,0,5.295139625,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D09,0,1.7361134375,0.36892375,0,0,0,0,0,0,0,0,0.4557290625,0,0,0,2.126735125,0.1736109375,0,0,0,0,2.1050321875,0.3472221875,2.0833346875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D10,0,0,0,0,0,5.0998125,8.2899325,0,0,0,0,0,10.63367125,0,0,0,0,12.0659778125,1.497396875,0,0,0,0,0,0,0,6.011286875,0.021701375,0,9.9175390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D11,0,0,0,0,10.785589375,0,0,5.6423609375,0,0,0,13.7369959375,1.04166625,0,0,0,0,0,0,5.53384375,11.4366134375,0,4.2751728125,2.27864625,0,0,0,0,12.5434040625,0,0,0,3.6458340625,3.2335075,21.1154396875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,D12,0,0,10.438371875,0.3906248125,0,0.0434028125,9.46179025,0,0,0,0,6.72743125,0.9331595,0,0,0,0,5.3385484375,0,0,0,0,0,0,6.2933959375,0,7.20486,0.390625,0,0,0,2.0399295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E01,0,0,0,0,0,0,0,0,0,0.911459375,7.7690816875,0,0,0,0,0,0,0,0,0,0,6.7274328125,0,0,0,0,5.555555625,0.2170140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28038125,3.4722248125,7.356775,0.62933875,0,0,0,0,0,0,0,0,0,0,0,0,5.29513575,3.081594375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E03,0.021701375,12.6301875,3.841146875,0,8.7673545,6.9661340625,0,0,0,0,12.4348859375,0,0,0,15.017389375,0,0,0,0,0,7.899303125,3.9062495,0,0,0,0.9982625,5.2517378125,0,4.058161875,9.83075,0,1.150175,30.1432525,22.829884375,17.0789923125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E04,0,0,0,0,0,0,0,0,0,5.7291691875,17.274325,0,0,0,0,0,0,7.8776028125,0,17.0139071875,0,0,0,19.1406296875,0,0,0,0,15.234384375,1.3671871875,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E05,0,6.2717125,0.3906246875,6.22830525,0,0,0,0,6.879348875,0,0,1.0416659375,0,0,0,7.986109375,0.0434028125,0,0,1.7361109375,0.021701375,0,5.447063875,0.5642359375,6.6189290625,0,0,0,0,6.727445125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E06,0,18.6849134375,0,0,0,0,0,21.0069315625,15.538203875,3.493924625,0,0,0,0,0,13.1727284375,0,0,0,0,0,0,0,0,7.8776128125,0.412326375,0,0,17.5781334375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.58248125,9.9609375,0,0,0,0,0
3529,C844503,1,18099,E07,0,0,0,0,0,0,0,4.4270845,0,0,0,0,0,0,15.7335084375,0,0,0,0.021701375,0,0,0,0,0,12.5868109375,0,0,0,0,17.66492325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E08,0,0.217013875,0,0,0,3.081599375,0,0,3.2118045,8.854151875,1.51909625,0.021701375,4.68750375,0,0,0,0,0,0,0,0,0,14.2795015625,0,7.443585,15.342872625,0.7161443125,0,0,0,0,0,13.8237934375,13.736982625,6.7274295,6.5104161875,0.889757125,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E09,0,0,0,0,0,0,17.8602460625,0,0,0,0,0,18.12066875,6.6406246875,0,0,0,0,0,2.82118125,16.5147823125,0,0,0,5.7725679375,0,0,0,16.7317585625,0,0,0,0,0,0,0,0,0,0,0,15.23436325,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E10,0,0,0,0,0,10.611975,0,0,0,0,0,10.004345625,0.0434028125,0,0,0,0,0,0,0,0,0,9.8958360625,0,9.0060896875,0,0,0,0,0,9.136275,0.889756875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021701375,0,0,0
3529,C844503,1,18099,E11,0,0,0,7.0963545,0,0,0,0,0,0,0,0,0,0,0,4.1015625,4.4921871875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,E12,13.194461375,0,0,0,0,0,0,12.500025,0.412326375,0,0,0,0,13.780374,0,0,0,0,0,0,0,0,13.3029454375,0,0,0,0,11.328115625,2.560763875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,C844503,1,18099,F01,0,0,0,0,0,0,0,0,0,0,0,0,1.150175,10.7421803125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5955,4.12326375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
