"chemical.id","bottle.id","chemical.name","conc","plate","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3529,"C844503","Germ Free",0,18099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,"C844503","Germ Free",1,18099,3.57,0,0,0,3.57,0,1.23,0,0,0,0,0,0,0,0,1.23,0,0,1.23,0,0,0,1.23,4.76
3529,"C844503","Germ Free",0,18100,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33
3529,"C844503","Germ Free",1,18100,3.57,0,0,0,3.57,0,1.23,0,0,0,0,0,0,0,0,1.23,0,0,1.23,0,0,0,1.23,4.76
