"","chemical.id","conc","MO24","DP24","SM24","NC24","MORT","YSE","AXIS","EYE","SNOUT","JAW","OTIC","PE","BRAIN","SOMITE","PFIN","CFIN","PIGMENT","CIRC","TRUNK","SWIM","NC","TR","any.except.MORT","any.effect"
"1","C844503","0","46;2;46;2","45;1;45;1","46;0;46;0","46;0;46;0","44;4;44;4","43;1;43;1","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;0;44;0","44;2;44;2","43;5;43;5"
"2","C844503","1","46;2;320;16","45;1;320;0","46;0;320;0","46;0;320;0","44;4;314;22","43;1;313;1","44;0;312;2","44;0;313;1","44;0;314;0","44;0;314;0","44;0;314;0","44;0;313;1","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;0;314;0","44;2;317;3","43;5;311;25"
