chemical.id,conc,plate.id,well,remove,bottle.id,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48
3529,1,18040,A01,0,C844503,10.7422045,0.2604165625,6.032986875,0,0,10.091140625,2.604165,10.3515625,0.9114575,0,0,0,6.336819375,0.217013875,0,0,0,6.66231575,6.054688875,4.427093375,5.6640654375,9.1579646875,0.3472223125,0,0,0,0,0,0,7.508681875,0.021701375,0,9.374988375,8.7022534375,4.557289,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,B01,0,C844503,4.470486875,3.624128125,0.6510429375,0,1.497396875,3.88454825,0.0651040625,3.450521375,0,0,0,2.734373875,0,0,0,0,0,4.079860625,0,4.644097,0,0,0,4.275173875,0,4.3619779375,0,0,0,0,0.021701375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,C01,0,C844503,0,0,0,8.355037125,0,0,3.276912625,0,4.600693875,0,5.64235825,0,0,0,0,0,6.16319375,0.6293399375,0,0,0,3.88455,0.217013875,0,0,0,0,4.1232618125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,D01,0,C844503,0,0,14.822040125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3151059375,0,0,15.690103125,3.645826375,0,0,0,0,0,0,13.389768125,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,E01,0,C844503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,F01,0,C844503,0,0,0,0,0,1.974825,4.0364609375,0,0,0,0,0,0,0,0,0,0,9.4401045,0,0,4.3402795,0.325521875,2.973088875,1.3020809375,0,4.5138884375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0729285625,0,0,0,0,0,0,0
3529,1,18040,G01,0,C844503,0,0,12.7170125,2.452259375,0,0,0,8.91927875,0.04340275,0,0,0,0,14.561633125,0,0,0,0,0,0,0,19.31424825,0,0,0,0,12.2395916875,0,0,0,0,0,16.0156025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,0,18040,H01,0,C844503,0,0,0,6.8793373125,0.021701375,0,0,0,12.4131875,3.25521125,0,0,0,0,15.8420109375,0,0,0,0,0,0,0,0,14.1710041875,0.1302084375,0,0,0,0,12.022584375,2.0616328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,A02,0,C844503,0,0,0,0,0,12.9340515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.622396875,6.8793428125,0,0,1.714409375,11.39325625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,1,18040,B02,0,C844503,13.628475,1.6710071875,0,0,0,0,10.720474625,0,0,0,0,13.1727575,0,0,14.865433875,0,0,0,0,11.84894375,2.3003496875,0,0,0,15.6684090625,0,0,0,6.618922625,8.5069410625,0.23871525,0,0,0,0,0.802950625,0.108506875,0,0,0,0,0,0,0,0,0,0,0
