"chemical.id","bottle.id","chemical.name","casrn","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C125605","C125605","Non Germ Free",NA,"0",48,45,45,45,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,45,48
"C125605","C125605","Non Germ Free",NA,"1",334,325,325,325,334,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,325,334
