"plate_id","bottle_id","chemical_id","chemical_name","value","units"
18099,"C844503",3529,"Germ Free",1,"uM"
18099,"C844503",3529,"Germ Free",0,""
18100,"C844503",3529,"Germ Free",1,"uM"
18100,"C844503",3529,"Germ Free",0,""
