"chemical.id","bottle.id","chemical.name","conc","plate","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C125605","C125605","Non Germ Free",0,18103,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67
"C125605","C125605","Non Germ Free",1,18103,3.57,0,0,0,7.14,1.28,0,1.28,0,0,0,1.28,0,0,0,0,1.28,0,0,0,0,0,1.23,8.33
"C125605","C125605","Non Germ Free",0,18104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C125605","C125605","Non Germ Free",1,18104,2.38,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38
