"chemical.id","chemical.name","conc","Interval","Movement.mu","Movement.sd","Movement.n","Movement.peak","ks.stat","ks.pval","diff","delta","sig"
"3529","Germ Free","0","B",1.20904002506039,3.70539788690498,414,1.64270131657609,0,1,0,0,0
"3529","Germ Free","0","E",1.63572906099034,5.89365225965537,414,4.50822815353261,0,1,0,0,0
"3529","Germ Free","0","R",0.000294855638586956,0.00251575662398027,368,0.00047176902173913,0,1,0,0,0
"3529","Germ Free","1","B",1.31284359416233,3.61835938565939,2880,1.5578206828125,0.0519172705314009,0.283393672297646,0.10380356910194,0.0858561891669015,0
"3529","Germ Free","1","E",1.12328047825521,4.85297058664568,2880,2.73634201621094,0.0385114734299518,0.656336860421291,-0.51244858273513,-0.313284513282947,0
"3529","Germ Free","1","R",0.0483873057128906,0.824556416248309,2560,0.2391221234375,0.00585937499999992,1,0.0480924500743037,163.105071704846,0
