"plate_id","bottle_id","chemical_id","chemical_name","value","units"
18103,"C125605",3530,"Non Germ Free",1,"uM"
18103,"C125605",3530,"Non Germ Free",0,""
18104,"C125605",3530,"Non Germ Free",1,"uM"
18104,"C125605",3530,"Non Germ Free",0,""
