"","chemical.id","conc","MO24","DP24","SM24","NC24","MORT","YSE","AXIS","EYE","SNOUT","JAW","OTIC","PE","BRAIN","SOMITE","PFIN","CFIN","PIGMENT","CIRC","TRUNK","SWIM","NC","TR","any.except.MORT","any.effect"
"1",3529,"0",0.6915,0.7527,1,1,0.6428,0.7529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6917,0.63
"2",3529,"1",0.6043,1,1,1,0.7872,0.9852,0.769,0.8771,1,1,1,0.8771,1,1,1,1,1,1,1,1,1,1,0.9844,0.844
