"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3529,"C844503","Germ Free",0,4.17,2.17,0,0,8.33,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,10.42
3529,"C844503","Germ Free",1,4.76,0,0,0,6.55,0.32,0.64,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.94,7.44
