"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C125605_20190410","C125605","Non Germ Free",0,8.33,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83
"C125605_20190410","C125605","Non Germ Free",1,1.79,0,0,0,8.93,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.61,9.52
"C125605_20190418","C125605","Non Germ Free",0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17
"C125605_20190418","C125605","Non Germ Free",1,3.61,0,0,0,3.61,1.25,1.25,1.88,0.62,0.62,0,1.88,0,0,0.62,0.62,0,0,0.62,0,0,0,1.88,5.42
