"chemical.id","bottle.id","chemical.name","casrn","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3530,"C125605","Non Germ Free",NA,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
3530,"C125605","Non Germ Free",NA,1,22,1,0,0,24,6,22,5,0,1,0,2,0,0,2,1,0,0,4,0,0,0,33,57
