"chemical.id","bottle.id","chemical.name","casrn","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3530,"C125605","Non Germ Free",NA,"0",48,45,45,45,48,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,48
3530,"C125605","Non Germ Free",NA,"1",335,313,313,313,335,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,313,335
