"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3530,"C125605","Non Germ Free",0,6.25,0,0,0,6.25,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,10.42
3530,"C125605","Non Germ Free",1,6.57,0.32,0,0,7.16,1.93,7.07,1.61,0,0.32,0,0.64,0,0,0.64,0.32,0,0,1.29,0,0,0,10.54,17.01
