"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C844503_20190403","C844503","Germ Free",0,4.35,4.55,0,0,4.35,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09,26.09
"C844503_20190403","C844503","Germ Free",1,2.98,0.61,0,0,2.98,1.23,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,22.02
"C844503_20190404","C844503","Germ Free",0,8.33,0,0,0,8.33,0,4.55,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,12.5,12.5
"C844503_20190404","C844503","Germ Free",1,9.52,0,0,0,12.5,3.4,1.36,3.4,0.68,0.68,0,3.4,0,0,2.04,2.04,0,0,2.04,0,0,0,16.07,16.07
