"","chemical.id","conc","MO24","DP24","SM24","NC24","MORT","YSE","AXIS","EYE","SNOUT","JAW","OTIC","PE","BRAIN","SOMITE","PFIN","CFIN","PIGMENT","CIRC","TRUNK","SWIM","NC","TR","any.except.MORT","any.effect"
"1","C844503_20190403","0",0.7556,0.7558,1,1,0.7556,1,0.651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6309,0.6309
"3","C844503_20190403","1",0.8458,0.9864,1,1,0.8458,0.7757,0.6223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7649,0.7649
"2","C844503_20190404","0",0.6957,1,1,1,0.6957,1,0.7558,1,1,1,1,1,1,1,1,0.7558,1,1,0.7558,1,1,1,0.6669,0.6669
"4","C844503_20190404","1",0.6034,1,1,1,0.4261,0.4934,0.9551,0.4934,0.8698,0.8698,1,0.4934,1,1,0.6563,0.9173,1,1,0.9173,1,1,1,0.4615,0.4615
