"plate_id","bottle_id","chemical_id","chemical_name","value","units"
18042,"C125605",3530,"Non Germ Free",1,"uM"
18042,"C125605",3530,"Non Germ Free",0,""
18043,"C125605",3530,"Non Germ Free",1,"uM"
18043,"C125605",3530,"Non Germ Free",0,""
18046,"C125605",3530,"Non Germ Free",1,"uM"
18046,"C125605",3530,"Non Germ Free",0,""
18047,"C125605",3530,"Non Germ Free",1,"uM"
18047,"C125605",3530,"Non Germ Free",0,""
