"chemical.id","bottle.id","chemical.name","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
3530,"C125605","Non Germ Free",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,"C125605","Non Germ Free",1,1.81,0,0,0,1.81,0.61,0.61,0,0,0,0,0,0,0,0,0.61,0,0,0.61,0,0,0,0.61,2.41
