"chemical.id","bottle.id","chemical.name","casrn","conc","MO24","DP24","SM24","NC24","MORT","YSE_","AXIS","EYE_","SNOU","JAW_","OTIC","PE__","BRAI","SOMI","PFIN","CFIN","PIG_","CIRC","TRUN","SWIM","NC__","TR__","any.except.MORT","any.effect"
"C844503","C844503","Germ Free",NA,"0",47,44,44,44,47,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47
"C844503","C844503","Germ Free",NA,"1",336,315,315,315,336,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,336,336
