"","chemical.id","conc","MO24","DP24","SM24","NC24","MORT","YSE","AXIS","EYE","SNOUT","JAW","OTIC","PE","BRAIN","SOMITE","PFIN","CFIN","PIGMENT","CIRC","TRUNK","SWIM","NC","TR","any.except.MORT","any.effect"
"1","C844503","0",0.6615,0.7529,1,1,0.6615,1,0.6306,1,1,1,1,1,1,1,1,0.7529,1,1,0.7529,1,1,1,0.6031,0.6031
"2","C844503","1",0.6621,0.9853,1,1,0.5123,0.3916,0.6966,0.5129,0.8757,0.8757,1,0.5129,1,1,0.6707,0.923,1,1,0.923,1,1,1,0.5964,0.5964
